name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Elias Díaz|KCR|4|0|0|0|0|0|0|2|4|0|0|1|0|0.5|0.5|0.75
Aramis Garcia|ARI|2|0|0|0|0|1|0|1|2|0|0|0|0|0.5|0.5|0.5
Daniel Susac|SFG|24|0|1|5|0|3|1|11|23|0|0|2|1|0.478|0.5|0.652
Dalton Rushing|LAD|34|7|10|14|0|8|1|13|31|0|2|2|0|0.419|0.471|1.161
Eloy Jiménez|TOR|26|0|2|3|0|4|3|9|22|1|0|0|0|0.409|0.462|0.409
Braxton Fulford|COL|5|1|2|2|0|2|0|2|5|0|0|0|0|0.4|0.4|1.0
Moisés Ballesteros|CHC|57|3|9|11|0|10|5|20|51|1|0|4|0|0.392|0.439|0.647
Billy Cook|PIT|8|0|5|0|2|2|0|3|8|0|0|0|0|0.375|0.375|0.375
Miguel Rojas|LAD|43|1|4|3|0|6|3|14|38|1|0|2|0|0.368|0.405|0.5
Ildemaro Vargas|ARI|71|5|14|16|0|9|2|25|68|0|0|5|1|0.368|0.386|0.691
Dominic Smith|ATL|63|4|10|17|0|7|2|21|58|1|1|2|0|0.362|0.387|0.603
Juan Soto|NYM|38|1|3|5|0|6|4|12|34|0|0|2|0|0.353|0.421|0.5
Javier Sanoja|MIA|58|0|1|9|2|6|4|19|54|0|0|3|0|0.352|0.397|0.407
Jared Young|NYM|23|0|2|2|0|3|2|7|20|1|0|2|0|0.35|0.391|0.45
Joey Wiemer|WSH|53|3|11|6|1|18|7|16|46|0|0|2|1|0.348|0.434|0.63
Yordan Alvarez|HOU|118|11|20|26|1|11|19|33|95|1|3|8|0|0.347|0.466|0.779
Taylor Trammell|HOU|33|0|4|4|1|9|4|10|29|0|0|1|1|0.345|0.424|0.448
Christian Vázquez|HOU|41|2|6|10|0|8|5|12|35|0|0|4|0|0.343|0.425|0.629
